Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
CFLU4,"1.000,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","8,88%","10,72%","1,10","17,68%","32,15%","0,00","60.351.000,00","0,06","8,14%"
PMET3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","4,10%","0,00","-290.863.000,00","0,00","37,74%"
MNSA3,"0,42","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","-208,15%","-362,66%","3,63","-13,50%","145,70%","0,00","-9.105.000,00","-6,52","-41,11%"
IVTT3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-0,40%","0,00","1.083.050.000,00","0,00","20,67%"
CLAN3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-1,05%","0,00","1.012.240.000,00","0,00","-63,96%"
CSTB3,"150,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","40,85%","28,98%","2,60","22,40%","20,11%","0,00","8.420.670.000,00","0,14","31,91%"
POPR4,"10,17","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","8,66%","5,65%","1,08","15,25%","19,93%","0,00","545.803.000,00","0,82","30,93%"
MNSA4,"0,47","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","-208,15%","-362,66%","3,63","-13,50%","145,70%","0,00","-9.105.000,00","-6,52","-41,11%"
CSTB4,"147,69","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","40,85%","28,98%","2,60","22,40%","20,11%","0,00","8.420.670.000,00","0,14","31,91%"
RRRP3,"38,62","-8.645,46","1,90","10,750","0,00%","1,435","3,64","31,46","5,45","21,57","14,65","34,17%","2,20%","4,79","8,60%","-0,02%","184.807.000,00","4.107.890.000,00","0,01","256,32%"
GNDI3,"66,95","-3.584,82","5,84","3,423","2,81%","2,378","79,65","87,05","-6,21","91,13","50,88","3,93%","-0,09%","1,17","3,09%","-0,16%","331.267.000,00","7.116.080.000,00","0,53","25,23%"
APER3,"32,99","-3.140,65","1,71","3,930","0,00%","1,026","7,22","-8,56","-9,97","-6,81","-9,20","-45,89%","-0,31%","1,92","-15,46%","-0,05%","1.282.640,00","293.651.000,00","0,00","6,64%"
PLDN4,"486,00","-553,07","1,08","0,919","0,00%","0,611","1,07","-75,56","3,10","-33,12","-33,12","-1,22%","-0,17%","10,81","-1,27%","-0,20%","0,00","289.939.000,00","0,01","10,26%"
RCSL3,"3,55","-416,03","-6,16","4,951","0,00%","4,154","61,18","294,18","-3,63","291,71","155,27","1,68%","-1,18%","1,15","1,50%","1,48%","18.248.100,00","-43.698.000,00","-0,00","667,41%"
DASA3,"24,34","-376,63","1,84","1,368","1,21%","0,742","16,70","86,56","-2,59","106,61","15,93","1,58%","-0,26%","1,17","1,04%","-0,49%","14.661.900,00","7.418.660.000,00","0,72","30,37%"
CASH3,"2,20","-369,04","2,48","8,485","0,27%","2,140","2,99","-194,53","3,38","-131,95","-199,85","-4,36%","-1,15%","21,09","-3,63%","-0,67%","119.739.000,00","713.849.000,00","0,00","0,00%"
LCSA4,"35,09","-337,52","-228,00","79,738","0,00%","125,308","-202,27","-505,80","-96,61","-506,56","-506,56","-15,77%","-23,63%","0,29","-28,74%","67,55%","0,00","-377.568.000,00","-0,35","6.354,07%"
GEPA4,"30,00","-321,93","1,49","2,103","9,80%","0,715","-4,89","16,40","-1,72","22,81","10,88","12,83%","-0,65%","0,42","5,34%","-0,46%","19.509,20","1.907.660.000,00","0,68","-0,57%"
GEPA3,"29,00","-311,20","1,44","2,033","10,14%","0,691","-4,73","15,85","-1,67","22,26","10,62","12,83%","-0,65%","0,42","5,34%","-0,46%","5.314,61","1.907.660.000,00","0,68","-0,57%"
BHGR3,"19,10","-272,16","1,10","3,613","0,00%","0,855","-194,45","23,70","-8,56","25,95","14,20","15,24%","-1,31%","0,96","3,93%","-0,40%","0,00","1.077.600.000,00","0,20","20,67%"
RJCP3,"0,01","-224,70","0,65","0,000","0,00%","0,619","0,00","-522,94","0,00","-523,96","-917,32","0,00%","0,00%","0,00","0,00%","-0,29%","0,00","17.287.200,00","0,00","0,00%"
ABYA3,"4,91","-214,80","1,76","2,055","0,00%","0,527","1,98","19,96","-2,75","33,67","33,67","10,29%","-0,96%","2,09","2,78%","-0,82%","0,00","292.060.000,00","1,31","16,41%"
PITI4,"1,28","-204,74","0,00","0,000","0,00%","0,000","0,00","-2.637,65","0,00","-2.637,65","111,07","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","-29,63%"
MAPT3,"37,00","-197,69","-5,77","0,000","0,00%","43,988","-8.500,75","-225,19","-5,10","-225,19","-225,19","0,00%","0,00%","0,00","-19,64%","2,92%","0,00","-5.898.000,00","0,00","0,00%"
RCSL4,"1,10","-128,91","-1,91","1,534","0,00%","1,287","18,96","91,15","-1,12","88,69","47,21","1,68%","-1,18%","1,15","1,50%","1,48%","1.273.210,00","-43.698.000,00","-0,00","667,41%"
LCSA3,"12,50","-120,23","-81,22","28,405","0,00%","44,638","-72,05","-180,18","-34,41","-180,95","-180,95","-15,77%","-23,63%","0,29","-28,74%","67,55%","0,00","-377.568.000,00","-0,35","6.354,07%"
MAGG3,"59,40","-119,98","1,32","0,684","0,00%","0,440","9,32","4,07","-1,55","6,41","5,34","16,82%","-0,57%","1,14","14,05%","-1,10%","0,00","2.246.130.000,00","1,03","9,27%"
MAPT4,"21,51","-114,93","-3,35","0,000","0,00%","25,573","-4.941,92","-130,91","-2,96","-130,91","-130,91","0,00%","0,00%","0,00","-19,64%","2,92%","315,07","-5.898.000,00","0,00","0,00%"
LINX3,"37,40","-90,95","4,38","7,885","1,52%","2,745","11,96","53,17","47,06","51,49","22,97","14,83%","-8,67%","2,14","6,82%","-4,81%","0,00","1.619.010.000,00","0,22","15,54%"
BNCA3,"70,30","-90,30","2,45","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-2,72%","0,00","3.068.150.000,00","0,00","2,41%"
AMIL3,"32,20","-73,28","7,70","1,129","0,00%","2,003","-16,95","136,58","-5,43","138,61","50,13","0,83%","-1,53%","0,75","2,22%","-10,51%","0,00","1.532.980.000,00","1,24","28,47%"
NORD3,"10,50","-69,94","-0,49","35,111","0,00%","3,960","-1,50","-66,46","-0,44","-102,42","-102,42","-52,83%","-50,20%","0,03","-6,16%","0,71%","11.167,40","-140.887.000,00","-0,27","46,63%"
BRTP3,"35,71","-67,26","2,45","1,168","0,00%","0,684","8,98","6,03","-2,40","7,55","7,55","19,37%","-2,96%","1,29","13,41%","-3,64%","0,00","5.302.340.000,00","0,91","3,66%"
IDVL11,"140,00","-66,00","60,56","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-91,76%","0,00","237.683.000,00","0,00","0,00%"
FRTA3,"4,76","-63,89","-0,15","0,564","0,00%","0,288","-0,12","-36,07","-0,10","-262,41","-262,41","-1,56%","-0,88%","0,06","-0,96%","0,24%","8.210,34","-64.752.000,00","-0,96","-27,76%"
ELMD3,"15,00","-55,60","2,80","6,035","0,00%","1,346","5,40","-69,76","-17,51","-70,27","53,73","-8,65%","-10,85%","2,29","-3,34%","-5,03%","2.272.650,00","750.727.000,00","0,79","0,00%"
PEFX3,"19,00","-52,04","1,68","0,477","0,00%","0,597","20,34","5,75","-3,18","6,59","0,00","8,30%","-0,92%","1,07","11,77%","-3,24%","0,00","396.955.000,00","0,31","4,36%"
PEFX5,"19,00","-52,04","1,68","0,477","0,00%","0,597","20,34","5,75","-3,18","6,59","0,00","8,30%","-0,92%","1,07","11,77%","-3,24%","0,00","396.955.000,00","0,31","4,36%"
TOYB4,"2,50","-47,96","-5,43","5,256","0,00%","4,405","-6,47","-9,04","-3,83","-9,15","-9,67","-58,16%","-10,96%","0,49","-59,36%","11,31%","0,00","-13.852.000,00","-0,07","-26,99%"
IMBI3,"5,01","-46,42","2,81","2.659,020","0,00%","0,518","-2,21","-97,12","-0,37","-104,72","-107,45","-2.737,88%","-13.821,20%","0,05","-0,54%","-6,05%","0,00","62.544.000,00","0,22","-57,16%"
CLAN4,"3,00","-44,92","0,47","15,151","0,00%","0,406","-15,50","-82,56","-6,36","-97,43","22,68","-18,35%","-33,73%","0,73","-0,50%","-1,05%","0,00","1.012.240.000,00","0,08","-63,96%"
TOYB3,"2,29","-43,94","-4,97","4,815","0,00%","4,035","-5,93","-8,28","-3,50","-8,39","-8,87","-58,16%","-10,96%","0,49","-59,36%","11,31%","0,00","-13.852.000,00","-0,07","-26,99%"
EBTP3,"10,21","-43,56","1,17","0,548","0,00%","0,353","-502,47","6,42","-0,73","8,46","2,85","8,53%","-1,03%","0,99","6,03%","-2,68%","0,00","10.782.200.000,00","0,39","22,10%"
EBTP4,"10,00","-42,66","1,14","0,537","0,00%","0,346","-492,13","6,29","-0,71","8,33","2,81","8,53%","-1,03%","0,99","6,03%","-2,68%","0,00","10.782.200.000,00","0,39","22,10%"
EMBR3,"16,43","-41,46","0,83","0,461","0,00%","0,215","0,73","6,18","-1,44","11,30","7,03","7,47%","-1,15%","2,04","4,91%","-2,00%","199.008.000,00","14.686.800.000,00","1,60","2,38%"
FBRA4,"34,58","-39,57","1,66","0,457","0,00%","0,738","18,94","7,40","-4,43","10,62","10,62","6,18%","-1,15%","1,11","11,94%","-4,20%","0,00","213.406.000,00","0,77","12,48%"
BRTP4,"20,81","-39,19","1,43","0,681","0,00%","0,399","5,23","3,51","-1,40","5,03","5,03","19,37%","-2,96%","1,29","13,41%","-3,64%","0,00","5.302.340.000,00","0,91","3,66%"
VLID3,"11,02","-37,17","0,73","0,420","2,63%","0,297","1,90","6,08","-1,98","12,07","5,98","6,91%","-1,04%","1,57","6,01%","-1,97%","6.159.190,00","1.235.000.000,00","1,05","7,86%"
ARTR3,"10,01","-36,29","0,89","1,342","0,00%","0,317","66,91","8,97","-0,60","21,87","8,64","14,95%","-3,70%","1,04","3,95%","-2,45%","0,00","6.464.390.000,00","1,55","-1,15%"
ITEC3,"40,10","-35,12","22,04","2.611,690","0,00%","9,216","25,42","-26,00","-68,91","-24,80","-29,56","-10.044,70%","-7.435,88%","5,23","-63,06%","-62,76%","0,00","20.143.000,00","0,00","-74,79%"
BAHI4,"86,00","-34,98","9,86","5,678","0,00%","2,546","-10,42","786,07","-4,24","789,51","115,71","0,72%","-16,47%","0,33","0,35%","-28,19%","0,00","142.631.000,00","0,32","78,05%"
IMBI4,"3,50","-32,43","1,96","1.857,600","0,00%","0,362","-1,54","-67,85","-0,26","-75,44","-77,41","-2.737,88%","-13.821,20%","0,05","-0,54%","-6,05%","0,00","62.544.000,00","0,22","-57,16%"
PRTX3,"2,77","-32,27","-145,32","297,651","0,00%","1,400","-2,57","-97,11","-1,43","-128,99","37,19","-306,50%","-922,47%","0,05","-1,50%","450,37%","0,00","-18.917.000,00","-49,85","307,96%"
OMGE3,"27,57","-32,03","1,59","3,419","0,00%","0,543","10,86","12,56","-1,06","24,34","13,09","27,23%","-11,12%","1,72","4,69%","-4,95%","0,00","3.483.570.000,00","1,66","38,73%"
ORVR3,"28,80","-31,62","5,50","5,370","0,00%","2,226","13,98","40,74","-12,16","45,87","23,21","13,18%","-8,88%","1,66","5,65%","-17,39%","13.191.200,00","374.300.000,00","0,71","0,00%"
DFVA3,"9,90","-31,38","60,69","4,327","0,00%","5,365","29,10","-55,91","-31,47","-58,28","-58,28","-7,74%","-13,79%","1,33","-10,35%","-193,42%","0,00","1.170.000,00","2,84","3,39%"
ASTA4,"25,83","-30,79","1,00","0,652","0,00%","0,446","2,57","19,90","-3,30","33,20","33,20","3,28%","-2,12%","1,71","2,52%","-3,25%","0,00","515.672.000,00","0,85","-4,73%"
VGOR4,"5,87","-29,58","7,18","1,229","0,00%","1,468","113,97","27,32","-3,22","34,09","34,09","4,50%","-4,59%","1,04","6,00%","-24,29%","0,00","135.178.000,00","1,89","4,77%"
CRBM3,"90,00","-28,95","3,26","1,498","0,00%","1,172","2,98","-15,45","16,90","-14,17","-14,17","-9,70%","-5,18%","2,24","-12,71%","-11,28%","0,00","827.347.000,00","0,45","-1,58%"
BAHI5,"65,00","-26,44","7,45","4,291","0,00%","1,924","-7,87","594,12","-3,20","597,56","87,58","0,72%","-16,47%","0,33","0,35%","-28,19%","0,00","142.631.000,00","0,32","78,05%"
DFVA4,"8,00","-25,35","49,04","3,497","0,00%","4,335","23,51","-45,18","-25,43","-47,55","-47,55","-7,74%","-13,79%","1,33","-10,35%","-193,42%","0,00","1.170.000,00","2,84","3,39%"
OPCT3,"3,51","-23,25","0,80","1,055","0,00%","0,351","1,97","266,46","-1,63","415,60","9,65","0,40%","-1,76%","2,06","0,18%","-3,43%","3.005.910,00","880.290.000,00","0,98","0,00%"
TAMM4,"52,73","-22,74","3,80","0,626","0,00%","0,524","-31,11","9,77","-0,96","18,01","9,66","6,41%","-2,21%","0,95","6,36%","-16,70%","0,00","2.174.310.000,00","4,08","9,79%"
TAMM3,"52,60","-22,68","3,79","0,625","0,00%","0,523","-31,04","9,74","-0,96","17,98","9,65","6,41%","-2,21%","0,95","6,36%","-16,70%","0,00","2.174.310.000,00","4,08","9,79%"
TXRX3,"28,00","-20,10","-0,38","0,802","0,00%","0,559","-0,45","4,02","-0,28","12,56","10,74","19,93%","-3,99%","0,26","20,57%","1,91%","439,02","-311.100.000,00","-0,81","15,22%"
CRBM7,"60,00","-19,30","2,18","0,999","0,00%","0,782","1,99","-10,30","11,26","-9,02","-9,02","-9,70%","-5,18%","2,24","-12,71%","-11,28%","0,00","827.347.000,00","0,45","-1,58%"
WMBY3,"25,39","-19,30","2,87","0,836","0,00%","0,182","1,20","8,62","-1,50","25,02","25,02","9,70%","-7,05%","1,44","2,39%","-14,86%","0,00","212.439.000,00","6,51","-14,48%"
DTCY3,"7,60","-19,13","54,37","7,816","0,00%","4,500","-31,16","-36,18","-8,11","-36,00","45,01","-21,60%","-40,85%","0,72","-14,31%","-284,13%","2.490,22","1.556.000,00","1,21","-8,50%"
HBSA3,"2,86","-18,91","1,52","1,685","0,00%","0,352","4,58","11,08","-0,58","31,68","12,36","15,20%","-8,91%","1,92","3,47%","-8,05%","8.831.110,00","1.427.680.000,00","3,10","36,31%"
TDBH4,"0,66","-18,63","1,28","0,906","0,00%","0,811","-6,15","8,73","-5,66","10,23","10,23","10,38%","-4,86%","0,63","10,48%","-6,85%","0,00","554.115.000,00","0,27","35,74%"
TANC4,"43,00","-18,54","3,10","0,511","0,00%","0,428","-25,37","7,96","-0,78","16,20","8,69","6,41%","-2,21%","0,95","6,36%","-16,70%","0,00","2.174.310.000,00","4,08","9,79%"
TELB3,"38,00","-17,95","1,78","9,627","0,00%","0,641","2,36","-7,46","-2,05","-5,39","-19,87","-129,01%","-53,64%","5,93","-11,43%","-9,94%","14.249,90","1.445.520.000,00","0,16","70,12%"
SMFT3,"17,97","-16,81","2,33","6,813","0,00%","0,967","4,43","-29,41","-4,13","-29,28","25,33","-23,16%","-40,66%","2,68","-4,86%","-13,85%","23.221.400,00","4.524.110.000,00","0,72","12,21%"
CCIM3,"5,52","-16,44","0,94","0,498","0,00%","0,198","0,53","8,96","-1,09","25,04","38,84","5,55%","-3,03%","2,58","2,38%","-5,75%","0,00","660.347.000,00","1,93","29,98%"
ECOR3,"6,38","-16,33","2,11","1,003","0,00%","0,258","-3,16","2,35","-0,42","6,33","4,72","42,59%","-6,19%","0,76","13,80%","-12,90%","43.151.300,00","2.109.920.000,00","5,16","10,80%"
TCNO3,"1,56","-16,29","-17,87","0,000","0,00%","0,044","-0,10","-4,80","-0,05","-20,53","-24,79","0,00%","0,00%","0,29","-1,24%","109,69%","28.611,10","-578.000,00","-58,53","53,01%"
TDBH3,"0,56","-15,81","1,08","0,769","0,00%","0,688","-5,22","7,40","-4,80","8,91","8,91","10,38%","-4,86%","0,63","10,48%","-6,85%","0,00","554.115.000,00","0,27","35,74%"
GBIO33,"10,40","-14,97","1,32","1,518","0,00%","0,791","7,57","13,53","17,58","16,06","16,06","11,21%","-10,14%","1,31","7,12%","-8,83%","0,00","838.439.000,00","0,31","-8,99%"
BIOM3,"13,87","-13,73","7,18","9,804","0,00%","2,644","13,18","-17,65","-11,89","-19,77","-20,00","-55,55%","-71,41%","1,96","-18,71%","-52,27%","120.739,00","142.109.000,00","1,25","596,49%"
LECO4,"1,46","-13,48","2,00","0,637","0,00%","0,924","-16,84","-29,69","-3,16","-32,69","-32,69","-2,14%","-4,72%","0,82","-3,48%","-14,82%","0,00","105.928.000,00","0,20","3,58%"
SEDU3,"23,80","-13,36","15,00","3,443","0,00%","1,531","57,90","-22,47","-2,67","-28,68","-69,64","-15,33%","-25,73%","1,09","-8,15%","-112,29%","0,00","415.869.000,00","4,67","10,87%"
TESA3,"48,00","-13,30","1,62","1,007","0,00%","0,523","-11,10","9,41","-1,35","15,25","10,09","10,71%","-7,58%","0,86","6,42%","-12,18%","0,00","858.223.000,00","1,04","15,48%"
CIEL3,"2,47","-13,29","0,66","0,574","6,88%","0,067","0,56","3,54","-7,21","3,91","2,47","16,22%","-2,71%","1,16","7,64%","-5,00%","84.976.400,00","10.098.300.000,00","0,62","-8,62%"
HBRE3,"6,80","-12,66","0,40","8,789","0,00%","0,205","2,25","10,14","-0,91","16,74","16,60","86,67%","-78,29%","2,12","2,42%","-3,14%","625.750,00","1.767.560.000,00","0,57","0,00%"
IGUA3,"8,15","-12,52","-1,44","0,568","0,00%","0,564","-0,65","8,22","-0,60","14,80","5,80","6,91%","-4,53%","0,34","7,61%","11,52%","0,00","-164.188.000,00","-1,33","-7,41%"
FGUI3,"12,00","-12,41","-2,15","16,009","0,00%","25,203","-2,20","-57,76","-2,05","-70,17","-70,17","-27,72%","-129,00%","0,04","-60,74%","17,32%","0,00","-222.024.000,00","-0,46","2,13%"
IGUA6,"8,07","-12,40","-1,43","0,562","0,00%","0,558","-0,64","8,14","-0,59","14,72","5,77","6,91%","-4,53%","0,34","7,61%","11,52%","0,00","-164.188.000,00","-1,33","-7,41%"
IGUA5,"7,98","-12,26","-1,41","0,556","0,00%","0,552","-0,64","8,04","-0,59","14,63","5,73","6,91%","-4,53%","0,34","7,61%","11,52%","0,00","-164.188.000,00","-1,33","-7,41%"
FRIO3,"50,59","-11,97","-1,84","0,111","0,00%","0,116","-2,55","3,14","-0,38","16,62","8,39","3,53%","0,24%","0,94","6,36%","15,40%","0,00","-112.663.000,00","-11,09","17,35%"
PRVI3,"10,54","-11,74","1,61","0,919","0,00%","0,565","-250,86","9,71","-1,48","9,87","6,39","9,46%","-7,83%","0,99","6,15%","-13,71%","0,00","525.170.000,00","0,10","16,19%"
TCNO4,"1,12","-11,69","-12,83","0,000","0,00%","0,031","-0,07","-3,45","-0,04","-19,17","-23,15","0,00%","0,00%","0,29","-1,24%","109,69%","66.685,40","-578.000,00","-58,53","53,01%"
CPNY3,"2,35","-11,00","0,42","0,232","0,00%","0,054","0,20","1,21","-0,13","4,21","4,21","19,13%","-2,11%","2,26","5,48%","-3,86%","0,00","398.830.000,00","2,33","20,10%"
MSPA3,"48,50","-9,34","0,39","2,361","0,00%","0,226","25,35","-9,89","-0,62","-11,80","1.313,98","-23,87%","-25,29%","1,21","-2,34%","-4,14%","0,00","803.538.000,00","0,10","-5,63%"
SJOS3,"1,19","-9,15","-0,10","7,720","0,00%","4,021","-0,11","35,08","-0,10","104,11","104,11","22,01%","-84,33%","0,02","-1,10%","1,09%","0,00","-160.564.000,00","-0,20","6,99%"
MEAL3,"2,50","-9,14","0,62","0,435","0,00%","0,241","2,02","-10,21","-0,70","-12,67","8,16","-4,26%","-4,76%","1,81","-3,11%","-6,76%","4.074.900,00","1.158.050.000,00","0,61","-0,48%"
WEST3,"2,51","-8,99","0,70","0,911","0,00%","0,524","0,88","-4,86","1,01","-0,01","-0,01","-18,73%","-10,13%","4,48","-34,00%","-7,75%","2.450.420,00","396.627.000,00","0,09","0,00%"
MSPA4,"46,00","-8,85","0,37","2,240","0,00%","0,215","24,05","-9,38","-0,59","-11,29","1.257,20","-23,87%","-25,29%","1,21","-2,34%","-4,14%","0,00","803.538.000,00","0,10","-5,63%"
TERI3,"64,28","-8,83","0,29","0,107","0,00%","0,081","7,90","7,20","-0,26","39,56","39,56","1,49%","-1,91%","1,03","1,25%","-3,27%","0,00","3.641.000.000,00","1,43","7,94%"
BIOM4,"8,68","-8,59","4,49","6,135","0,00%","1,655","8,25","-11,05","-7,44","-13,16","-13,32","-55,55%","-71,41%","1,96","-18,71%","-52,27%","0,00","142.109.000,00","1,25","596,49%"
SEMP3,"16,86","-8,12","1,36","15,081","0,00%","1,201","15,67","-4,42","15,67","-4,07","-4,07","-340,98%","-185,82%","1,64","-30,21%","-16,81%","0,00","118.441.000,00","0,00","-10,37%"
AMAR3,"2,94","-7,90","0,83","0,316","0,00%","0,228","3,11","3,04","-1,07","7,86","3,69","10,39%","0,40%","1,17","9,82%","-10,46%","19.932.200,00","931.310.000,00","1,60","-5,28%"
SZPQ4,"6,64","-7,85","2,20","0,855","0,00%","0,744","2,62","-20,31","-3,17","-22,77","-22,77","-4,21%","-10,89%","2,97","-3,77%","-28,00%","0,00","684.467.000,00","0,30","-11,71%"
MEDI3,"11,55","-7,52","1,89","0,374","0,00%","0,824","-10,02","-9,11","-3,31","-6,61","-6,61","-4,11%","-4,98%","0,79","-12,30%","-25,13%","0,00","426.164.000,00","0,02","13,02%"
AHEB6,"51,50","-7,27","-9,15","2,303","0,00%","1,561","-6,30","-11,07","-1,65","-10,90","-13,67","-20,80%","-31,68%","0,47","-14,96%","125,95%","0,00","-48.063.000,00","0,00","33,10%"
ECPR3,"90,25","-7,17","1,20","0,000","0,00%","0,621","603,79","-74,26","-1,31","-74,06","-74,13","0,00%","0,00%","1,24","-0,84%","-16,68%","660,37","143.369.000,00","0,00","0,00%"
ECPR4,"90,00","-7,15","1,19","0,000","0,00%","0,620","602,11","-74,06","-1,30","-73,86","-73,92","0,00%","0,00%","1,24","-0,84%","-16,68%","1.538,78","143.369.000,00","0,00","0,00%"
APTI4,"3.500,00","-6,59","0,26","2,682","0,00%","0,146","0,72","-4,07","-1,10","-3,73","-4,34","-65,86%","-38,69%","2,85","-4,02%","-3,99%","0,00","252.699.000,00","0,17","-8,08%"
BKBR3,"6,44","-6,48","1,13","0,644","0,00%","0,465","33,87","-10,27","-1,24","-12,24","10,36","-6,27%","-9,95%","1,07","-5,54%","-17,41%","15.045.400,00","1.572.720.000,00","0,50","8,55%"
TELB4,"13,54","-6,39","0,64","3,430","0,00%","0,229","0,84","-2,66","-0,73","-0,59","-2,16","-129,01%","-53,64%","5,93","-11,43%","-9,94%","89.524,20","1.445.520.000,00","0,16","70,12%"
BAHI3,"14,95","-6,08","1,71","0,987","0,00%","0,443","-1,81","136,65","-0,74","140,09","20,53","0,72%","-16,47%","0,33","0,35%","-28,19%","63.433,30","142.631.000,00","0,32","78,05%"
MBLY3,"5,15","-5,97","0,83","0,769","0,00%","0,546","1,03","-6,93","1,52","-5,02","-9,68","-11,09%","-12,88%","4,06","-13,66%","-13,98%","2.387.430,00","657.212.000,00","0,29","0,00%"
IRBR3,"3,10","-5,76","1,08","0,492","0,00%","0,173","0,00","-1,96","0,00","0,00","0,00","-25,11%","-8,55%","0,00","0,00%","-18,78%","52.021.400,00","3.634.360.000,00","0,00","-11,91%"
BUET3,"24,99","-5,46","-0,97","1,961","0,00%","0,572","-0,67","-13,13","-0,39","-22,60","-36,32","-14,93%","-35,93%","0,11","-5,95%","17,79%","0,00","-124.674.000,00","-0,70","4,55%"
ENJU3,"2,65","-5,05","1,16","4,983","0,00%","1,058","1,27","-4,59","1,30","-0,91","-0,99","-108,60%","-98,77%","12,44","-188,24%","-23,05%","7.401.290,00","450.931.000,00","0,00","0,00%"
TLCP3,"48,00","-5,02","1,76","0,824","0,00%","0,533","-2,76","-26,61","-1,33","-43,86","-43,86","-3,10%","-16,40%","0,61","-2,52%","-35,04%","0,00","262.979.000,00","1,21","9,09%"
LFFE4,"3,89","-4,91","4,08","0,000","0,00%","3,599","0,00","-26,50","0,00","-23,11","10,90","0,00%","0,00%","0,00","0,00%","-83,10%","0,00","51.892.000,00","0,00","0,00%"
CGOS3,"26,20","-4,85","1,89","0,509","0,00%","0,167","-0,83","-256,60","-0,25","-570,29","-570,29","-0,20%","-10,48%","0,54","-0,08%","-39,02%","0,00","453.387.000,00","2,48","8,97%"
TXRX4,"6,72","-4,82","-0,09","0,192","0,00%","0,134","-0,11","0,97","-0,07","9,50","8,12","19,93%","-3,99%","0,26","20,57%","1,91%","2.879,17","-311.100.000,00","-0,81","15,22%"
ALPK3,"4,11","-4,54","1,70","1,140","0,00%","0,331","-1,60","11,97","-0,47","31,54","7,23","9,52%","-24,98%","0,31","2,97%","-37,55%","169.087,00","504.587.000,00","2,91","0,00%"
PRML3,"11,52","-4,41","1,98","18,612","0,00%","0,581","23,00","-30,33","-0,93","-63,15","1.640,31","-61,36%","-424,99%","2,02","-1,96%","-44,84%","0,00","2.192.720.000,00","2,18","32,85%"
CTNM3,"8,02","-4,20","0,30","0,105","0,00%","0,056","0,84","1,22","-0,24","7,11","4,56","8,62%","-4,23%","1,19","5,43%","-7,26%","1.920,49","806.232.000,00","1,85","-5,64%"
CEED4,"55,80","-4,11","-1,24","0,827","0,00%","0,586","5,88","-19,60","-0,57","-28,55","113,38","-4,22%","-20,14%","1,29","-4,23%","30,24%","0,00","-3.067.670.000,00","-1,02","41,47%"
ADHM3,"1,56","-4,09","-1,29","770,924","0,00%","105,126","-1,43","-5,69","-1,27","-5,69","-5,81","-13.548,50%","-18.860,60%","0,00","521,70%","31,47%","2.064,00","-19.776.000,00","0,00","43,48%"
BUET4,"18,49","-4,04","-0,72","1,451","0,00%","0,423","-0,50","-9,72","-0,29","-19,18","-30,83","-14,93%","-35,93%","0,11","-5,95%","17,79%","0,00","-124.674.000,00","-0,70","4,55%"
PMET5,"0,65","-3,95","-0,16","4,518","0,00%","30,248","-0,22","89,99","-0,16","503,88","503,88","5,02%","-114,49%","0,01","38,97%","4,10%","0,00","-290.863.000,00","-0,74","37,74%"
LFFE3,"3,11","-3,92","3,26","0,000","0,00%","2,877","0,00","-21,18","0,00","-17,80","8,39","0,00%","0,00%","0,00","0,00%","-83,10%","0,00","51.892.000,00","0,00","0,00%"
AHEB3,"27,50","-3,88","-4,89","1,230","0,00%","0,833","-3,36","-5,91","-0,88","-5,74","-7,20","-20,80%","-31,68%","0,47","-14,96%","125,95%","134,15","-48.063.000,00","0,00","33,10%"
FBMC3,"80,00","-3,78","-0,92","3,858","0,00%","1,384","-1,79","-2,85","-0,64","-3,31","-3,69","-135,59%","-101,97%","0,31","-64,70%","24,19%","0,00","-63.552.000,00","-0,15","-31,66%"
TLCP4,"34,11","-3,57","1,25","0,586","0,00%","0,379","-1,96","-18,91","-0,95","-36,16","-36,16","-3,10%","-16,40%","0,61","-2,52%","-35,04%","0,00","262.979.000,00","1,21","9,09%"
